Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,org.jkiss.dbeaver.ext.db2.tasks,DB2SQLTasks,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TASK_TABLE_TRUNCATE; TASK_TABLE_REORG_CHECK; TASK_TABLE_REORG_INDEX; TASK_TABLE_RUNSTATS
.,org.jkiss.dbeaver.ext.db2.tasks,DB2TableTruncateOptions,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: desc; ddlString
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolTableTruncate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolTableTruncate,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DB2ToolWithStatus
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolTableTruncateSettings.CheckStorageOptionListProvider,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolTableTruncateSettings.CheckStorageOptionListProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolTableTruncateSettings.CheckTriggersOptionListProvider,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolTableTruncateSettings.CheckTriggersOptionListProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolWithStatus.ToolStatus,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: message
.,org.jkiss.dbeaver.ext.db2.tasks,DB2ToolWithStatus.ToolStatus,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.i,DB2IDataSourceProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.i.edit,DB2IConstraintManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.i.edit,DB2ITableManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.i.model,DB2IDataSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.i.model,DB2IMetaModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.i.model,DB2ISQLDialect,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.i.model,DB2ITable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2ForeignKeyConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2IndexConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2PlanSchemaConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2SchemaConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2SchemaConfigurator.NewSchemaDialog,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: schemaName; nameText
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2SchemaConfigurator.NewSchemaDialog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2SequenceConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.ext.db2.ui.config,DB2UniqueKeyConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
